date;artist;track;spotify_data;album_name;album_release_date;track_popularity;artist_id
2022-06-29;Ralph Kaminski;BAL U RAFAŁA;Bal u Rafała|2022-05-16|50|7l1IUcuGTEXMuD1aN3wFqw;Bal u Rafała;2022-05-16;50.0;7l1IUcuGTEXMuD1aN3wFqw
2022-06-29;Luxtorpeda;PRZYGOTUJ SIĘ NA NAJLEPSZE;Omega|2022-06-01|34|0D5kXlS7UOApMpTyuSrFAW;Omega;2022-06-01;34.0;0D5kXlS7UOApMpTyuSrFAW
2022-06-29;Administratorr Electro;AMATORZY NOCNEJ CISZY;Amatorzy nocnej ciszy|2022-05-16|32|6FPamV3tkyoMVnCBPejBVy;Amatorzy nocnej ciszy;2022-05-16;32.0;6FPamV3tkyoMVnCBPejBVy
2022-06-29;Mariusz Lubomski;ŚREDNIOWIECZNOŚĆ;Sęk You|2022-03-25|19|05AVHcWP9DF6y6LEU845uz;Sęk You;2022-03-25;19.0;05AVHcWP9DF6y6LEU845uz
2022-06-29;MARO;SAUDADE, SAUDADE;Festival Da Canção 2022|2022-01-21|71|3NP4jJcW3R6qO6rbtnH0wn;Festival Da Canção 2022;2022-01-21;71.0;3NP4jJcW3R6qO6rbtnH0wn
2022-06-29;Natalia Przybysz i Skubas;SYRENA WŚRÓD FAL;|||;;;;
2022-06-29;William Fitzsimmons;LOVE WILL TEAR US APART (GARAŻ 357);|||;;;;
2022-06-29;Stanisława Celińska;PRZYTUL;Przytul|2022-05-26|18|0sijpMmVF9ui4micUVn9d6;Przytul;2022-05-26;18.0;0sijpMmVF9ui4micUVn9d6
2022-06-29;Kalush Orchestra;STEFANIA;Stefania (Kalush Orchestra)|2022-03-18|78|46rVVJwHWNS7C7MaWXd842;Stefania (Kalush Orchestra);2022-03-18;78.0;46rVVJwHWNS7C7MaWXd842
2022-06-29;The Waterboys;ONCE WERE BROTHERS;All Souls Hill|2022-05-06|34|5TnuP42pw475UrjjeabtwZ;All Souls Hill;2022-05-06;34.0;5TnuP42pw475UrjjeabtwZ
2022-06-29;Mitch;ALLA SERENITA;Alla serenità|2022-05-20|27|2PQkXVCcXu0Nwf226rzGXq;Alla serenità;2022-05-20;27.0;2PQkXVCcXu0Nwf226rzGXq
2022-06-29;Dawid Tyszkowski;KOSZULKA;Koszulka|2022-04-21|46|2Lp4rVUJ5ZRZfT8wkWF81K;Koszulka;2022-04-21;46.0;2Lp4rVUJ5ZRZfT8wkWF81K
2022-06-29;Robert Plant;SEARCHING FOR MY LOVE;Raise The Roof|2021-11-19|44|1OwarW4LEHnoep20ixRA0y;Raise The Roof;2021-11-19;44.0;1OwarW4LEHnoep20ixRA0y
2022-06-29;Porcupine Tree;HERD CULLING;CLOSURE / CONTINUATION|2022-06-24|40|5NXHXK6hOCotCF8lvGM1I0;CLOSURE / CONTINUATION;2022-06-24;40.0;5NXHXK6hOCotCF8lvGM1I0
2022-06-29;Męskie Granie Orkiestra 2021;I CIEBIE TEŻ, BARDZO;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)|2021-06-30|68|5xoXMR6Y8PORwObvyND9ZE;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino);2021-06-30;68.0;5xoXMR6Y8PORwObvyND9ZE
2022-06-29;Placebo;SURROUNDED BY SPIES;Never Let Me Go|2022-03-25|33|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;33.0;6RZUqkomCmb8zCRqc9eznB
2022-06-29;Gibbs;PIĘKNY ŚWIAT;Piękny Świat|2022-05-19|66|1T4HxOYolAEb5PadIVKdWZ;Piękny Świat;2022-05-19;66.0;1T4HxOYolAEb5PadIVKdWZ
2022-06-29;Michał Pepol;KCKM;KCKM|2022-06-14|34|0gaIWmDwfXqZ3uMj72ccZ0;KCKM;2022-06-14;34.0;0gaIWmDwfXqZ3uMj72ccZ0
2022-06-29;Jeff Beck;This Is A Song For Miss Heady Lamarr;|||;;;;
2022-06-29;Muse;Will Of The People;Will Of The People|2022-06-01|68|12Chz98pHFMPJEknJQMWvI;Will Of The People;2022-06-01;68.0;12Chz98pHFMPJEknJQMWvI
2022-06-29;Dawid Podsiadło;Post;POST|2022-06-24|63|6EB8VE9f7Ut6NOgviN6gDW;POST;2022-06-24;63.0;6EB8VE9f7Ut6NOgviN6gDW
2022-06-29;Ørganek;Samoloty;Samoloty|2022-06-21|27|2cPIQ8eVSqSKGjBQXgi3WH;Samoloty;2022-06-21;27.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-06-29;David Paich;Spirit Of The Moonrise;Spirit Of The Moonrise|2022-06-09|39|6zgKTqBOokh6IjLXOO5zfQ;Spirit Of The Moonrise;2022-06-09;39.0;6zgKTqBOokh6IjLXOO5zfQ
2022-06-29;Editors;Karma Climb;Karma Climb|2022-06-07|52|6e9wIFWhBPHLE9bXK8gtBI;Karma Climb;2022-06-07;52.0;6e9wIFWhBPHLE9bXK8gtBI
2022-06-29;Administratorr Electro;Mroczne biznesy;Biznesy i romanse|2022-05-30|24|6FPamV3tkyoMVnCBPejBVy;Biznesy i romanse;2022-05-30;24.0;6FPamV3tkyoMVnCBPejBVy
2022-06-29;Harry Styles;Daydreaming;Harry's House|2022-05-20|88|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;88.0;6KImCVD70vtIoJWnq6nGn3
2022-06-29;Tears For Fears;My Demons;The Tipping Point|2022-02-25|50|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;50.0;4bthk9UfsYUYdcFyqxmSUU
2022-06-29;Kate Bush;Running Up That Hill;Hounds of Love (2018 Remaster)|1985-09-16|91|1aSxMhuvixZ8h9dK9jIDwL;Hounds of Love (2018 Remaster);1985-09-16;91.0;1aSxMhuvixZ8h9dK9jIDwL
2022-06-29;Julia Kamińska;Żal mi;Żal mi|2022-06-09|41|4jFzWphpCeC923MojgEp7V;Żal mi;2022-06-09;41.0;4jFzWphpCeC923MojgEp7V
2022-06-29;Ralph Kaminski;Duchy;Duchy|2022-05-31|50|7l1IUcuGTEXMuD1aN3wFqw;Duchy;2022-05-31;50.0;7l1IUcuGTEXMuD1aN3wFqw
2022-06-29;Muchy;Nie tak;Nie tak (Radio edit)|2022-05-24|36|09Z3SI4GkhYjpCB6884vC8;Nie tak (Radio edit);2022-05-24;36.0;09Z3SI4GkhYjpCB6884vC8
2022-06-29;Diana Ross;TURN UP THE SUNSHINE;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack)|2022-05-19|66|3MdG05syQeRYPPcClLaUGl;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack);2022-05-19;66.0;3MdG05syQeRYPPcClLaUGl
2022-06-29;Czesław Mozil;Z MIŁOŚCI;#IDEOLOGIAMOZILA|2021-11-26|25|5rDWHA1JYXY31soG6Os9cY;#IDEOLOGIAMOZILA;2021-11-26;25.0;5rDWHA1JYXY31soG6Os9cY
2022-06-29;Voo Voo;BEZRUCH;Bezruch|2022-04-21|38|4vC1DrwqCb43puGttDWlwL;Bezruch;2022-04-21;38.0;4vC1DrwqCb43puGttDWlwL
2022-06-29;Archive;WE ARE THE SAME;We Are The Same|2022-03-15|35|1Q776wzj2mrtXrNu3iH6nk;We Are The Same;2022-03-15;35.0;1Q776wzj2mrtXrNu3iH6nk
2022-06-29;Myslovitz;MIŁOŚĆ;Myslovitz (Edycja Specjalna)|2010-04-16|29|3sntDD4Y2K97qvDq3GPqZ5;Myslovitz (Edycja Specjalna);2010-04-16;29.0;3sntDD4Y2K97qvDq3GPqZ5
2022-06-29;Muse;COMPLIANCE;Compliance|2022-03-17|66|12Chz98pHFMPJEknJQMWvI;Compliance;2022-03-17;66.0;12Chz98pHFMPJEknJQMWvI
2022-06-29;Eddie Vedder;INVINCIBLE;Earthling|2022-02-11|52|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;52.0;0mXTJETA4XUa12MmmXxZJh
2022-06-29;Joanna Pocica;TRZYNASTU DZIELNYCH LUDZI;|||;;;;
2022-06-29;Michelle Gurevich;GOODBYE MY DICTATOR;Goodbye My Dictator|2022-03-07|40|2lP3Fx1aGCbQvH1F6i5Qeg;Goodbye My Dictator;2022-03-07;40.0;2lP3Fx1aGCbQvH1F6i5Qeg
2022-06-29;Karaś/Rogucki;ZAPASOWY TLEN;Zapasowy Tlen|2022-03-08|40|1ZAGaCgMaOtt2yOUm1Qq6x;Zapasowy Tlen;2022-03-08;40.0;1ZAGaCgMaOtt2yOUm1Qq6x
2022-06-29;Florence And The Machine;MY LOVE;My Love|2022-03-10|70|1moxjboGR7GNWYIMWsRjgG;My Love;2022-03-10;70.0;1moxjboGR7GNWYIMWsRjgG
2022-06-29;Polskie Znaki;NIECH MONARCHOWIE;Niech monarchowie|2022-03-09|37|51mMxJU8FRsiFRbXnYB3or;Niech monarchowie;2022-03-09;37.0;51mMxJU8FRsiFRbXnYB3or
2022-06-29;Florence And The Machine;KING;Dance Fever|2022-05-13|69|1moxjboGR7GNWYIMWsRjgG;Dance Fever;2022-05-13;69.0;1moxjboGR7GNWYIMWsRjgG
2022-06-29;Rammstein;ZEIT;Zeit|2022-04-29|75|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;75.0;6wWVKhxIU2cEi0K81v7HvP
2022-06-29;Kae Tempest;MORE PRESSURE;More Pressure|2022-01-10|43|1YcprGtF13BYCZQK9jYPEw;More Pressure;2022-01-10;43.0;1YcprGtF13BYCZQK9jYPEw
2022-06-29;Tori Amos;SPIES;Ocean to Ocean|2021-10-29|40|1KsASRNugxU85T0u6zSg32;Ocean to Ocean;2021-10-29;40.0;1KsASRNugxU85T0u6zSg32
2022-06-29;Ewa Bem;WYRZEŹBIŁAM TWOJĄ TWARZ W POWIETRZU (LIVE);Live|2021-11-12|16|6E6qou5XcK7fjR7Ikvq0AP;Live;2021-11-12;16.0;6E6qou5XcK7fjR7Ikvq0AP
2022-06-29;Tears For Fears;BREAK THE MAN;The Tipping Point|2022-02-25|53|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;53.0;4bthk9UfsYUYdcFyqxmSUU
2022-06-29;Placebo;TRY BETTER NEXT TIME;Never Let Me Go|2022-03-25|36|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;36.0;6RZUqkomCmb8zCRqc9eznB
2022-06-29;Hidden By Ivy;UNDER THE WAVES;Absent|2021-11-19|17|2nfwzENcmwKAejFHkmOl0J;Absent;2021-11-19;17.0;2nfwzENcmwKAejFHkmOl0J
2022-06-29;Röyksopp;IMPOSSIBLE;Profound Mysteries|2022-04-29|46|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;46.0;5nPOO9iTcrs9k6yFffPxjH
2022-06-29;Pablopavo i Ludziki;PROWADZIMY CZYNNOŚCI;Mozaika|2022-03-30|36|5y7leUjjrhUswowWshGpCi;Mozaika;2022-03-30;36.0;5y7leUjjrhUswowWshGpCi
2022-06-29;Franio Mucha;MIŚ MAMONA;Miś Mamona|2022-05-06|25|2l1ha2vETw02TOEdpepvEx;Miś Mamona;2022-05-06;25.0;2l1ha2vETw02TOEdpepvEx
2022-06-29;Red Hot Chili Peppers;NOT THE ONE;|||;;;;
2022-06-29;Pink Floyd;HEY HEY RISE UP;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox)|2022-04-08|58|0k17h0D3J5VfsdmQ1iZtE9;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox);2022-04-08;58.0;0k17h0D3J5VfsdmQ1iZtE9
2022-06-29;Architects;WHEN WE WERE YOUNG;when we were young|2022-04-20|64|3ZztVuWxHzNpl0THurTFCv;when we were young;2022-04-20;64.0;3ZztVuWxHzNpl0THurTFCv
2022-06-29;Röyksopp;IF YOU WANT ME;Profound Mysteries|2022-04-29|47|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;47.0;5nPOO9iTcrs9k6yFffPxjH
2022-06-29;Sheryl Crow;FOREVER;Forever|2022-03-25|34|4TKTii6gnOnUXQHyuo9JaD;Forever;2022-03-25;34.0;4TKTii6gnOnUXQHyuo9JaD
2022-06-29;Vito Bambino;POSZŁO;Poszło|2022-04-06|55|5XGkLMcwitYFdwroktQs7o;Poszło;2022-04-06;55.0;5XGkLMcwitYFdwroktQs7o
2022-06-29;Kirk Hammett;HIGH PLAINS DRIFTER;High Plains Drifter|2022-04-15|45|2ePzbA0F0TD96Na0MEB2Cf;High Plains Drifter;2022-04-15;45.0;2ePzbA0F0TD96Na0MEB2Cf
2022-06-29;Artist For Ukraine;MAMY SIEBIE - MUSIC AGAINST WAR;Mamy siebie (Music Against War)|2022-04-20|25|3BzNLpnqZ1IMvso6rdIeUh;Mamy siebie (Music Against War);2022-04-20;25.0;3BzNLpnqZ1IMvso6rdIeUh
2022-06-29;Igo;BRUDAS;Brudas|2022-04-12|51|6I5JdHLVup9pIjn9g5K20N;Brudas;2022-04-12;51.0;6I5JdHLVup9pIjn9g5K20N
2022-06-29;T.Love;JA CIEBIE KOCHAM;Hau! Hau!|2022-04-22|39|2L14uYIQePr3ZEutb6feZz;Hau! Hau!;2022-04-22;39.0;2L14uYIQePr3ZEutb6feZz
2022-06-29;Anieli;NIEMIŁOŚĆ;Niemiłość|2022-04-20|42|014XDYJJQpJHyaZyxpJrrB;Niemiłość;2022-04-20;42.0;014XDYJJQpJHyaZyxpJrrB
2022-06-29;Kwiat Jabłoni;KOMETA;Mogło być nic|2021-02-05|52|53l3yjX8ITilPIlCRsVKEB;Mogło być nic;2021-02-05;52.0;53l3yjX8ITilPIlCRsVKEB
2022-06-29;Polskie Znaki;OH ANGEL;Rzeczy ostatnie|2022-03-25|26|51mMxJU8FRsiFRbXnYB3or;Rzeczy ostatnie;2022-03-25;26.0;51mMxJU8FRsiFRbXnYB3or
2022-06-29;Mick Jagger;STRANGE GAME;"Strange Game (From The ATV+ Original Series ""Slow Horses”)|2022-04-01|47|3d2pb1dHTm8b61zAGVUVvO";"Strange Game (From The ATV+ Original Series ""Slow Horses”)";2022-04-01;47.0;3d2pb1dHTm8b61zAGVUVvO
2022-06-29;Sanah;ELDORADO;UCZTA|2022-04-14|65|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;65.0;0TMvoNR0AIJV138mHY6jdE
2022-06-29;Sanah;SEN WE ŚNIE;UCZTA|2022-04-14|64|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;64.0;0TMvoNR0AIJV138mHY6jdE
2022-06-29;Rammstein;ZICK ZACK;Zeit|2022-04-29|74|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;74.0;6wWVKhxIU2cEi0K81v7HvP
2022-06-29;Kaśka Sochacka;DLA MNIE TO JUŻ KONIEC;Ciche dni|2021-03-26|51|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;51.0;3ClL18AtCAPwXVT6mUkBDN
2022-06-29;Harry Styles;AS IT WAS;As It Was|2022-03-31|100|6KImCVD70vtIoJWnq6nGn3;As It Was;2022-03-31;100.0;6KImCVD70vtIoJWnq6nGn3
2022-06-29;Sosnowski;PYŁ;Pył|2022-04-08|39|41qXa50750tdWTyhtp1iCq;Pył;2022-04-08;39.0;41qXa50750tdWTyhtp1iCq
2022-06-29;Fisz Emade Tworzywo;ZA MAŁO CZASU;Ballady I Protesty|2021-10-29|44|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;44.0;0YYxsW13yGiA2e80fu4VIA
2022-06-29;Follow;HALLELUJAH;Live Recordings|2018-08-16|0|13DQTaJffWrdyqeUe7Fzr2;Live Recordings;2018-08-16;0.0;13DQTaJffWrdyqeUe7Fzr2
2022-06-29;Muchy;PSY MIŁOŚCI;Psy miłości|2021-11-16|10|09Z3SI4GkhYjpCB6884vC8;Psy miłości;2021-11-16;10.0;09Z3SI4GkhYjpCB6884vC8
2022-06-30;Organek;CAŁY TEN FEJM;Na razie stoję, na razie patrzę|2021-11-05|35|2cPIQ8eVSqSKGjBQXgi3WH;Na razie stoję, na razie patrzę;2021-11-05;35.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-06-30;Sorry Boys;JADĘ DO DOMU;Jadę Do Domu|2021-12-01|46|0WX7MXOUx7elCFdxdgvdBU;Jadę Do Domu;2021-12-01;46.0;0WX7MXOUx7elCFdxdgvdBU
2022-06-30;Jack White;TAKING ME BACK;Fear Of The Dawn|2022-04-08|58|4FZ3j1oH43e7cukCALsCwf;Fear Of The Dawn;2022-04-08;58.0;4FZ3j1oH43e7cukCALsCwf
2022-06-30;Ed Sheeran;MERRY CHRISTMAS;Merry Christmas|2021-12-03|61|6eUKZXaKkcviH0Ku9w2n3V;Merry Christmas;2021-12-03;61.0;6eUKZXaKkcviH0Ku9w2n3V
2022-06-30;Marillion;BE HARD ON YOURSELF;An Hour Before It's Dark|2022-03-04|23|7ai5TWiOG8g9Hds5AATS28;An Hour Before It's Dark;2022-03-04;23.0;7ai5TWiOG8g9Hds5AATS28
2022-06-30;U2;YOUR SONG SAVED MY LIFE;Sing 2 (Original Motion Picture Soundtrack)|2021-12-17|61|51Blml2LZPmy7TTiAg47vQ;Sing 2 (Original Motion Picture Soundtrack);2021-12-17;61.0;51Blml2LZPmy7TTiAg47vQ
2022-06-30;Bovska;DZIKA;Dzika|2021-10-27|45|4E8L0A5xtDhcMaeBO7p0eg;Dzika;2021-10-27;45.0;4E8L0A5xtDhcMaeBO7p0eg
2022-06-30;Archive;SHOUTING WITHIN;Call To Arms & Angels|2022-04-29|39|1Q776wzj2mrtXrNu3iH6nk;Call To Arms & Angels;2022-04-29;39.0;1Q776wzj2mrtXrNu3iH6nk
2022-06-30;Riverside;STORY OF MY DREAM;Riverside 20 - The Shorts & The Longs|2021-11-19|30|5yjbUO1Jocui7RKE30zfLT;Riverside 20 - The Shorts & The Longs;2021-11-19;30.0;5yjbUO1Jocui7RKE30zfLT
2022-06-30;Męskie Granie Orkiestra 2021;MAŁGOŚKA;Męskie Granie 2021|2021-12-03|55|5xoXMR6Y8PORwObvyND9ZE;Męskie Granie 2021;2021-12-03;55.0;5xoXMR6Y8PORwObvyND9ZE
2022-06-30;Sokół;JAK UROSNĘ;NIC|2021-11-19|48|5Kuxl5ZenCl9fYzmtin6ot;NIC;2021-11-19;48.0;5Kuxl5ZenCl9fYzmtin6ot
2022-06-30;ZAZ;IMAGINE;Isa|2021-10-22|53|1mbgj8ERPs8lWi7t5cYrdy;Isa;2021-10-22;53.0;1mbgj8ERPs8lWi7t5cYrdy
2022-06-30;Daria Zawiałow;METROPOLIS;Wojny i Noce|2021-06-11|53|0tdKRrbItnLj40yUFi23jx;Wojny i Noce;2021-06-11;53.0;0tdKRrbItnLj40yUFi23jx
2022-06-30;Bluszcz;LASY PRYWATNE;Lasy Prywatne|2021-12-02|36|4QUfzPnzzNf93Y6VKxZVlD;Lasy Prywatne;2021-12-02;36.0;4QUfzPnzzNf93Y6VKxZVlD
2022-06-30;Grzegorz Turnau;ZUPA NA PLANTACH;Zupa na Plantach|2021-12-01|35|5bQZCiENsgmW4SvUOc86qI;Zupa na Plantach;2021-12-01;35.0;5bQZCiENsgmW4SvUOc86qI
2022-06-30;Przyjaciele Pewnej Ryby 2021;KARP TO SKARB;|||;;;;
2022-06-30;Fisz Emade Tworzywo;OK BOOMER!;Ballady I Protesty|2021-10-29|40|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;40.0;0YYxsW13yGiA2e80fu4VIA
2022-06-30;The New Years 2022;A JEDNAK CUD;|||;;;;
2022-06-30;Kaśka Sochacka;NIEBO BYŁO RÓŻOWE;Ministory|2021-11-26|56|3ClL18AtCAPwXVT6mUkBDN;Ministory;2021-11-26;56.0;3ClL18AtCAPwXVT6mUkBDN
2022-06-30;Krzysztof Zalewski;OCZKO W GŁOWIE;Oczko w głowie (Kayax XX Rework)|2021-12-27|45|1U1eSs7M2ENf09cDx4lavK;Oczko w głowie (Kayax XX Rework);2021-12-27;45.0;1U1eSs7M2ENf09cDx4lavK
2022-06-30;Natalia Przybysz;ZEW;Zaczynam się od miłości|2022-03-11|44|03KLzHVK6la8dVop1iVI5x;Zaczynam się od miłości;2022-03-11;44.0;03KLzHVK6la8dVop1iVI5x
2022-06-30;Ladaco;JEZIORO ŁABĘDZIE;Jezioro łabędzie|2022-01-24|24|6smrG6QLzHOOBeIOzHx351;Jezioro łabędzie;2022-01-24;24.0;6smrG6QLzHOOBeIOzHx351
2022-06-30;Foo Fighters;LOVE DIES YOUNG;Medicine At Midnight|2021-02-05|53|7jy3rLJdDQY21OgRLCZ9sD;Medicine At Midnight;2021-02-05;53.0;7jy3rLJdDQY21OgRLCZ9sD
2022-06-30;Żurkowski;WESTERN;KURZ|2022-02-11|37|17ZrDcSLNOBMR1oz6w4DXs;KURZ;2022-02-11;37.0;17ZrDcSLNOBMR1oz6w4DXs
2022-06-30;Red Hot Chili Peppers;BLACK SUMMER;Black Summer|2022-02-04|74|0L8ExT028jH3ddEcZwqJJ5;Black Summer;2022-02-04;74.0;0L8ExT028jH3ddEcZwqJJ5
2022-06-30;Michael Bublé;I'LL NEVER NOT LOVE YOU;|||;;;;
2022-06-30;Adele;OH MY GOD;30|2021-11-19|85|4dpARuHxo51G3z768sgnrY;30;2021-11-19;85.0;4dpARuHxo51G3z768sgnrY
2022-06-30;Archive;FEAR THERE & EVERYWHERE;Call To Arms & Angels|2022-04-29|40|1Q776wzj2mrtXrNu3iH6nk;Call To Arms & Angels;2022-04-29;40.0;1Q776wzj2mrtXrNu3iH6nk
2022-06-30;Anieli;JAŚNIEJĄCA;Jaśniejąca|2022-01-21|49|014XDYJJQpJHyaZyxpJrrB;Jaśniejąca;2022-01-21;49.0;014XDYJJQpJHyaZyxpJrrB
2022-06-30;Aurora;A DANGEROUS THING;The Gods We Can Touch|2022-01-21|49|1WgXqy2Dd70QQOU7Ay074N;The Gods We Can Touch;2022-01-21;49.0;1WgXqy2Dd70QQOU7Ay074N
2022-06-30;Paweł Domagała;DZIECI U DZIADKÓW;Dzieci u dziadków|2022-01-21|43|0Gk98lHv6LlqbWPwdMiga2;Dzieci u dziadków;2022-01-21;43.0;0Gk98lHv6LlqbWPwdMiga2
2022-06-30;Sting;WHAT COULD HAVE BEEN;Arcane League of Legends (Soundtrack from the Animated Series)|2021-11-20|68|0Ty63ceoRnnJKVEYP0VQpk;Arcane League of Legends (Soundtrack from the Animated Series);2021-11-20;68.0;0Ty63ceoRnnJKVEYP0VQpk
2022-06-30;Igo;HELENA;Helena|2022-01-04|61|6I5JdHLVup9pIjn9g5K20N;Helena;2022-01-04;61.0;6I5JdHLVup9pIjn9g5K20N
2022-06-30;Stromae;L'ENFER;Mega Hits Summer 2022|2022-06-28|0|5j4HeCoUlzhfWtjAfM1acR;Mega Hits Summer 2022;2022-06-28;0.0;5j4HeCoUlzhfWtjAfM1acR
2022-06-30;Eddie Vedder;BROTHER THE CLOUD;Earthling|2022-02-11|49|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;49.0;0mXTJETA4XUa12MmmXxZJh
2022-06-30;Voo Voo;ŁAJBA;Łajba|2022-01-15|33|4vC1DrwqCb43puGttDWlwL;Łajba;2022-01-15;33.0;4vC1DrwqCb43puGttDWlwL
2022-06-30;T.Love;POCHODNIA;Pochodnia|2022-01-20|56|2L14uYIQePr3ZEutb6feZz;Pochodnia;2022-01-20;56.0;2L14uYIQePr3ZEutb6feZz
2022-06-30;Muse;WON'T STAND DOWN;Won’t Stand Down|2022-01-13|68|12Chz98pHFMPJEknJQMWvI;Won’t Stand Down;2022-01-13;68.0;12Chz98pHFMPJEknJQMWvI
2022-06-30;Ewa Bem;"PODARUJ MI TROCHĘ SŁOŃCA (KONCERT ""LISTA JEST TYLKO JEDNA"")";|||;;;;
2022-06-30;Bryan Adams;SO HAPPY IT HURTS;So Happy It Hurts|2022-03-11|50|3Z02hBLubJxuFJfhacLSDc;So Happy It Hurts;2022-03-11;50.0;3Z02hBLubJxuFJfhacLSDc
2022-06-30;Follow;HALLELUJAH;Live Recordings|2018-08-16|0|13DQTaJffWrdyqeUe7Fzr2;Live Recordings;2018-08-16;0.0;13DQTaJffWrdyqeUe7Fzr2
2022-06-30;Olivia Vedder, Eddie Vedder, Glen Hansard;MY FATHER'S DAUGHTER;My Father's Daughter (From The “Flag Day” Original Soundtrack)|2021-08-16|53|1cALtYxOIn4uWAfNdwcP4E;My Father's Daughter (From The “Flag Day” Original Soundtrack);2021-08-16;53.0;1cALtYxOIn4uWAfNdwcP4E
2022-06-30;Placebo;BEAUTIFUL JAMES;Never Let Me Go|2022-03-25|37|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;37.0;6RZUqkomCmb8zCRqc9eznB
2022-06-30;Artur Rojek;WSZYSTKO MI MÓWI, ŻE MNIE KTOŚ POKOCHAŁ;Wszystko mi mówi, że mnie ktoś pokochał|2021-09-03|44|2wmdMX0w131ZumU30P5WZH;Wszystko mi mówi, że mnie ktoś pokochał;2021-09-03;44.0;2wmdMX0w131ZumU30P5WZH
2022-06-30;Sting;IF IT'S LOVE;The Bridge (Super Deluxe)|2022-06-17|38|0Ty63ceoRnnJKVEYP0VQpk;The Bridge (Super Deluxe);2022-06-17;38.0;0Ty63ceoRnnJKVEYP0VQpk
2022-06-30;Ralph Kaminski;PO PROSTU BĄDŹ;Kora|2021-10-15|56|7l1IUcuGTEXMuD1aN3wFqw;Kora;2021-10-15;56.0;7l1IUcuGTEXMuD1aN3wFqw
2022-06-30;Patrick The Pan;NIE CHCĘ PSA;Miło wszystko|2021-06-25|41|7vYfq6OMlGDw1IpTxar2h2;Miło wszystko;2021-06-25;41.0;7vYfq6OMlGDw1IpTxar2h2
2022-06-30;ABBA;DON'T SHUT ME DOWN;|||;;;;
2022-06-30;Adele;EASY ON ME;Easy On Me|2021-10-14|87|4dpARuHxo51G3z768sgnrY;Easy On Me;2021-10-14;87.0;4dpARuHxo51G3z768sgnrY
2022-06-30;Jan Borysewicz;NIE WIERZ NIGDY KOBIECIE;Nie wierz nigdy kobiecie|2021-09-10|38|3aOdQc0HYtG1ZJoU5eyv8P;Nie wierz nigdy kobiecie;2021-09-10;38.0;3aOdQc0HYtG1ZJoU5eyv8P
2022-06-30;Daria Zawiałow;ŻÓŁTA TAKSÓWKA;Wojny i Noce|2021-06-11|47|0tdKRrbItnLj40yUFi23jx;Wojny i Noce;2021-06-11;47.0;0tdKRrbItnLj40yUFi23jx
2022-06-30;Muchy;SZARORÓŻOWE;Szaroróżowe (Radio edit)|2021-05-07|47|09Z3SI4GkhYjpCB6884vC8;Szaroróżowe (Radio edit);2021-05-07;47.0;09Z3SI4GkhYjpCB6884vC8
2022-06-30;Bitamina;NIECH NO TYLKO ZAKWITNĄ JABŁONIE;Niech no tylko zakwitną jabłonie|2021-07-09|50|2EJzUdaDAwfqcjpQcRAYdQ;Niech no tylko zakwitną jabłonie;2021-07-09;50.0;2EJzUdaDAwfqcjpQcRAYdQ
2022-06-30;Organek;IDZIEMY W MIASTO;Ocali Nas Miłość|2021-07-30|35|2cPIQ8eVSqSKGjBQXgi3WH;Ocali Nas Miłość;2021-07-30;35.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-06-30;Krzysztof Zalewski;PTAKI (MTV UNPLUGGED);MTV Unplugged|2021-11-23|46|1U1eSs7M2ENf09cDx4lavK;MTV Unplugged;2021-11-23;46.0;1U1eSs7M2ENf09cDx4lavK
