date;artist;track;spotify_data;album_name;album_release_date;track_popularity;artist_id
2022-07-11;Rammstein;ZICK ZACK;Zeit|2022-04-29|74|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;74;6wWVKhxIU2cEi0K81v7HvP
2022-07-11;Sanah;SEN WE ŚNIE;UCZTA|2022-04-14|63|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;63;0TMvoNR0AIJV138mHY6jdE
2022-07-11;Sanah;ELDORADO;UCZTA|2022-04-14|65|0TMvoNR0AIJV138mHY6jdE;UCZTA;2022-04-14;65;0TMvoNR0AIJV138mHY6jdE
2022-07-11;Mick Jagger;STRANGE GAME;"Strange Game (From The ATV+ Original Series ""Slow Horses”)|2022-04-01|46|3d2pb1dHTm8b61zAGVUVvO";"Strange Game (From The ATV+ Original Series ""Slow Horses”)";2022-04-01;46;3d2pb1dHTm8b61zAGVUVvO
2022-07-11;Polskie Znaki;OH ANGEL;Rzeczy ostatnie|2022-03-25|25|51mMxJU8FRsiFRbXnYB3or;Rzeczy ostatnie;2022-03-25;25;51mMxJU8FRsiFRbXnYB3or
2022-07-11;Kwiat Jabłoni;KOMETA;Mogło być nic|2021-02-05|52|53l3yjX8ITilPIlCRsVKEB;Mogło być nic;2021-02-05;52;53l3yjX8ITilPIlCRsVKEB
2022-07-11;Anieli;NIEMIŁOŚĆ;Niemiłość|2022-04-20|40|014XDYJJQpJHyaZyxpJrrB;Niemiłość;2022-04-20;40;014XDYJJQpJHyaZyxpJrrB
2022-07-11;T.Love;JA CIEBIE KOCHAM;Hau! Hau!|2022-04-22|38|2L14uYIQePr3ZEutb6feZz;Hau! Hau!;2022-04-22;38;2L14uYIQePr3ZEutb6feZz
2022-07-11;Igo;BRUDAS;Brudas|2022-04-12|50|6I5JdHLVup9pIjn9g5K20N;Brudas;2022-04-12;50;6I5JdHLVup9pIjn9g5K20N
2022-07-11;Artist For Ukraine;MAMY SIEBIE - MUSIC AGAINST WAR;Mamy siebie (Music Against War)|2022-04-20|24|3BzNLpnqZ1IMvso6rdIeUh;Mamy siebie (Music Against War);2022-04-20;24;3BzNLpnqZ1IMvso6rdIeUh
2022-07-11;Kirk Hammett;HIGH PLAINS DRIFTER;High Plains Drifter|2022-04-15|43|2ePzbA0F0TD96Na0MEB2Cf;High Plains Drifter;2022-04-15;43;2ePzbA0F0TD96Na0MEB2Cf
2022-07-11;Vito Bambino;POSZŁO;Poszło|2022-04-06|55|5XGkLMcwitYFdwroktQs7o;Poszło;2022-04-06;55;5XGkLMcwitYFdwroktQs7o
2022-07-11;Sheryl Crow;FOREVER;Forever|2022-03-25|33|4TKTii6gnOnUXQHyuo9JaD;Forever;2022-03-25;33;4TKTii6gnOnUXQHyuo9JaD
2022-07-11;Röyksopp;IF YOU WANT ME;Profound Mysteries|2022-04-29|46|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries;2022-04-29;46;5nPOO9iTcrs9k6yFffPxjH
2022-07-11;Architects;WHEN WE WERE YOUNG;when we were young|2022-04-20|63|3ZztVuWxHzNpl0THurTFCv;when we were young;2022-04-20;63;3ZztVuWxHzNpl0THurTFCv
2022-07-11;DJ BRK;ROBIĘ CO MOGĘ;Robię Co Mogę|2022-04-18|56|2jNxbYSRQ7pkrxVuOjES7n;Robię Co Mogę;2022-04-18;56;2jNxbYSRQ7pkrxVuOjES7n
2022-07-11;Archive;WE ARE THE SAME;We Are The Same|2022-03-15|33|1Q776wzj2mrtXrNu3iH6nk;We Are The Same;2022-03-15;33;1Q776wzj2mrtXrNu3iH6nk
2022-07-11;Franio Mucha;MIŚ MAMONA;Miś Mamona|2022-05-06|22|2l1ha2vETw02TOEdpepvEx;Miś Mamona;2022-05-06;22;2l1ha2vETw02TOEdpepvEx
2022-07-11;Voo Voo;BEZRUCH;Bezruch|2022-04-21|37|4vC1DrwqCb43puGttDWlwL;Bezruch;2022-04-21;37;4vC1DrwqCb43puGttDWlwL
2022-07-11;Dawid Tyszkowski;KOSZULKA;Koszulka|2022-04-21|46|2Lp4rVUJ5ZRZfT8wkWF81K;Koszulka;2022-04-21;46;2Lp4rVUJ5ZRZfT8wkWF81K
2022-07-11;The Waterboys;ONCE WERE BROTHERS;All Souls Hill|2022-05-06|32|5TnuP42pw475UrjjeabtwZ;All Souls Hill;2022-05-06;32;5TnuP42pw475UrjjeabtwZ
2022-07-11;Kalush Orchestra;STEFANIA;Stefania (Kalush Orchestra)|2022-03-18|76|46rVVJwHWNS7C7MaWXd842;Stefania (Kalush Orchestra);2022-03-18;76;46rVVJwHWNS7C7MaWXd842
2022-07-11;Stanisława Celińska;PRZYTUL;Przytul|2022-05-13|16|0sijpMmVF9ui4micUVn9d6;Przytul;2022-05-13;16;0sijpMmVF9ui4micUVn9d6
2022-07-11;William Fitzsimmons;LOVE WILL TEAR US APART (GARAŻ 357);|||;;;;
2022-07-11;Natalia Przybysz i Skubas;SYRENA WŚRÓD FAL;|||;;;;
2022-07-11;MARO;SAUDADE, SAUDADE;Festival Da Canção 2022|2022-01-21|69|3NP4jJcW3R6qO6rbtnH0wn;Festival Da Canção 2022;2022-01-21;69;3NP4jJcW3R6qO6rbtnH0wn
2022-07-11;Mariusz Lubomski;ŚREDNIOWIECZNOŚĆ;Sęk You|2022-03-25|19|05AVHcWP9DF6y6LEU845uz;Sęk You;2022-03-25;19;05AVHcWP9DF6y6LEU845uz
2022-07-11;Administratorr Electro;AMATORZY NOCNEJ CISZY;Amatorzy nocnej ciszy|2022-05-16|29|6FPamV3tkyoMVnCBPejBVy;Amatorzy nocnej ciszy;2022-05-16;29;6FPamV3tkyoMVnCBPejBVy
2022-07-11;Luxtorpeda;PRZYGOTUJ SIĘ NA NAJLEPSZE;Omega|2022-06-01|33|0D5kXlS7UOApMpTyuSrFAW;Omega;2022-06-01;33;0D5kXlS7UOApMpTyuSrFAW
2022-07-11;Ralph Kaminski;BAL U RAFAŁA;Bal u Rafała|2022-05-16|51|7l1IUcuGTEXMuD1aN3wFqw;Bal u Rafała;2022-05-16;51;7l1IUcuGTEXMuD1aN3wFqw
2022-07-11;Classix Nouveaux;FIX YOUR EYES UP;Fix Your Eyes Up|2022-05-16|27|40PsC6cWe7ZQdOUTqF5JgD;Fix Your Eyes Up;2022-05-16;27;40PsC6cWe7ZQdOUTqF5JgD
2022-07-11;Harry Styles;LATE NIGHT TALKING;Harry's House|2022-05-20|95|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;95;6KImCVD70vtIoJWnq6nGn3
2022-07-11;LemON;PTAKI;Ptaki|2022-05-13|46|3B4XG3HanBgkVOybc89Q3T;Ptaki;2022-05-13;46;3B4XG3HanBgkVOybc89Q3T
2022-07-11;Blossoms;CINERAMA HOLY DAYS;Ribbon Around The Bomb|2022-04-29|26|22RISwgVJyZu9lpqAcv1F5;Ribbon Around The Bomb;2022-04-29;26;22RISwgVJyZu9lpqAcv1F5
2022-07-11;Jack Savoretti;YOU DON'T HAVE TO SAY YOU LOVE ME;Europiana Encore|2022-05-20|44|7nC05zmJukRGYObQeRgg3x;Europiana Encore;2022-05-20;44;7nC05zmJukRGYObQeRgg3x
2022-07-11;Męskie Granie Orkiestra 2022;JEST TYLKO TERAZ;Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni)|2022-05-31|61|1WbPJm4WVQvxOEQO1GEJy7;Jest tylko teraz (feat. Bedoes, Krzysztof Zalewski & Kwiat Jabłoni);2022-05-31;61;1WbPJm4WVQvxOEQO1GEJy7
2022-07-11;Lady Gaga;HOLD MY HAND;"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")|2022-05-03|85|1HY2Jd0NmPuamShAr6KMms";"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")";2022-05-03;85;1HY2Jd0NmPuamShAr6KMms
2022-07-11;Mitch;ALLA SERENITA;Alla serenità|2022-05-20|25|2PQkXVCcXu0Nwf226rzGXq;Alla serenità;2022-05-20;25;2PQkXVCcXu0Nwf226rzGXq
2022-07-11;Robert Plant;SEARCHING FOR MY LOVE;Raise The Roof|2021-11-19|44|1OwarW4LEHnoep20ixRA0y;Raise The Roof;2021-11-19;44;1OwarW4LEHnoep20ixRA0y
2022-07-11;Diana Ross;TURN UP THE SUNSHINE;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack)|2022-05-19|67|3MdG05syQeRYPPcClLaUGl;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack);2022-05-19;67;3MdG05syQeRYPPcClLaUGl
2022-07-11;Porcupine Tree;HERD CULLING;CLOSURE / CONTINUATION|2022-06-24|43|5NXHXK6hOCotCF8lvGM1I0;CLOSURE / CONTINUATION;2022-06-24;43;5NXHXK6hOCotCF8lvGM1I0
2022-07-11;Muchy;Nie tak;Nie tak (Radio edit)|2022-05-24|33|09Z3SI4GkhYjpCB6884vC8;Nie tak (Radio edit);2022-05-24;33;09Z3SI4GkhYjpCB6884vC8
2022-07-11;Ralph Kaminski;Duchy;Duchy|2022-05-31|50|7l1IUcuGTEXMuD1aN3wFqw;Duchy;2022-05-31;50;7l1IUcuGTEXMuD1aN3wFqw
2022-07-11;Julia Kamińska;Żal mi;Żal mi|2022-06-09|40|4jFzWphpCeC923MojgEp7V;Żal mi;2022-06-09;40;4jFzWphpCeC923MojgEp7V
2022-07-11;Kate Bush;Running Up That Hill;Hounds of Love (2018 Remaster)|1985-09-16|92|1aSxMhuvixZ8h9dK9jIDwL;Hounds of Love (2018 Remaster);1985-09-16;92;1aSxMhuvixZ8h9dK9jIDwL
2022-07-11;Tears For Fears;My Demons;The Tipping Point|2022-02-25|50|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;50;4bthk9UfsYUYdcFyqxmSUU
2022-07-11;Harry Styles;Daydreaming;Harry's House|2022-05-20|87|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;87;6KImCVD70vtIoJWnq6nGn3
2022-07-11;Administratorr Electro;Mroczne biznesy;Mroczne biznesy|2022-05-05|11|6FPamV3tkyoMVnCBPejBVy;Mroczne biznesy;2022-05-05;11;6FPamV3tkyoMVnCBPejBVy
2022-07-11;Editors;Karma Climb;Karma Climb|2022-06-07|51|6e9wIFWhBPHLE9bXK8gtBI;Karma Climb;2022-06-07;51;6e9wIFWhBPHLE9bXK8gtBI
2022-07-11;David Paich;Spirit Of The Moonrise;Spirit Of The Moonrise|2022-06-09|38|6zgKTqBOokh6IjLXOO5zfQ;Spirit Of The Moonrise;2022-06-09;38;6zgKTqBOokh6IjLXOO5zfQ
2022-07-11;Ørganek;Samoloty;Na razie stoję, na razie patrzę|2021-11-05|37|2cPIQ8eVSqSKGjBQXgi3WH;Na razie stoję, na razie patrzę;2021-11-05;37;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-11;Dawid Podsiadło;Post;POST|2022-06-24|67|6EB8VE9f7Ut6NOgviN6gDW;POST;2022-06-24;67;6EB8VE9f7Ut6NOgviN6gDW
2022-07-11;Muse;Will Of The People;Will Of The People|2022-06-01|67|12Chz98pHFMPJEknJQMWvI;Will Of The People;2022-06-01;67;12Chz98pHFMPJEknJQMWvI
2022-07-11;Jeff Beck;This Is A Song For Miss Heady Lamarr;|||;;;;
2022-07-11;Michał Pepol;KCKM;KCKM|2022-06-14|34|0gaIWmDwfXqZ3uMj72ccZ0;KCKM;2022-06-14;34;0gaIWmDwfXqZ3uMj72ccZ0
2022-07-11;Gibbs;PIĘKNY ŚWIAT;Piękny Świat|2022-05-19|67|1T4HxOYolAEb5PadIVKdWZ;Piękny Świat;2022-05-19;67;1T4HxOYolAEb5PadIVKdWZ
2022-07-11;Quebonafide;Refren trochę jak Lana Del Rey;Refren trochę jak Lana Del Rey|2022-06-05|68|1fxbULcd6ryMNc1usHoP0R;Refren trochę jak Lana Del Rey;2022-06-05;68;1fxbULcd6ryMNc1usHoP0R
2022-07-11;Megadeth;We'll Be Back;We’ll Be Back|2022-06-23|66|1Yox196W7bzVNZI7RBaPnf;We’ll Be Back;2022-06-23;66;1Yox196W7bzVNZI7RBaPnf
2022-07-11;Maneskin;If I Can Dream;If I Can Dream (From The Original Motion Picture Soundtrack ELVIS)|2022-06-16|68|0lAWpj5szCSwM4rUMHYmrr;If I Can Dream (From The Original Motion Picture Soundtrack ELVIS);2022-06-16;68;0lAWpj5szCSwM4rUMHYmrr
2022-07-11;Jack White;If I Die Tomorrow;If I Die Tomorrow|2022-06-08|57|4FZ3j1oH43e7cukCALsCwf;If I Die Tomorrow;2022-06-08;57;4FZ3j1oH43e7cukCALsCwf
2022-07-11;Max Richter, Elena Urioste;Richter: Summer 3;|||;;;;
2022-07-11;Brodka;Sadza;Sadza|2022-06-30|50|4D22jVMhvZgzvt8Hh9AcKY;Sadza;2022-06-30;50;4D22jVMhvZgzvt8Hh9AcKY
2022-07-11;Alan Parsons, David Pack, Joe Bonamassa, Mike Larson;I Won't Be Led Astray;I Won't Be Led Astray|2022-06-23|45|6HpZkC8GUktP9utE6OPWZG;I Won't Be Led Astray;2022-06-23;45;6HpZkC8GUktP9utE6OPWZG
2022-07-11;Beth Hart;Babe I'm Gonna Leave You;Babe I'm Gonna Leave You (Extended Version)|2022-06-02|44|30TrHDLNCKQVTYWOn9QqOC;Babe I'm Gonna Leave You (Extended Version);2022-06-02;44;30TrHDLNCKQVTYWOn9QqOC
2022-07-11;Tomek Lipiński;Chyba że chcesz;Chyba że chcesz|2022-06-24|27|6lvxGuiw9Hvg0jNNJBUYGs;Chyba że chcesz;2022-06-24;27;6lvxGuiw9Hvg0jNNJBUYGs
2022-07-11;Gorillaz;Cracker Island;Cracker Island (feat. Thundercat)|2022-06-22|76|3AA28KZvwAUcZuOKwyblJQ;Cracker Island (feat. Thundercat);2022-06-22;76;3AA28KZvwAUcZuOKwyblJQ
2022-07-11;Placebo;SURROUNDED BY SPIES;Never Let Me Go|2022-03-25|32|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;32;6RZUqkomCmb8zCRqc9eznB
2022-07-11;Muchy;PSY MIŁOŚCI;Szaroróżowe|2021-07-16|35|09Z3SI4GkhYjpCB6884vC8;Szaroróżowe;2021-07-16;35;09Z3SI4GkhYjpCB6884vC8
2022-07-11;Follow;HALLELUJAH;Live Recordings|2018-08-16|0|13DQTaJffWrdyqeUe7Fzr2;Live Recordings;2018-08-16;0;13DQTaJffWrdyqeUe7Fzr2
